data,tipo_ocorrencia,bairro,descricao,gravidade,chuva_mm,temperatura_c,umidade_percent
2023-07-25,risco estrutural,Vila Madalena,"Avaliação de risco estrutural em imóvel no bairro Vila Madalena, com possibilidade de colapso parcial.",moderada,19.3,14.0,95.0
2022-02-03,incêndio urbano,Santo Amaro,"Incêndio urbano no bairro Santo Amaro, mobilizando equipes para conter as chamas em área residencial.",moderada,73.8,35.3,28.6
2023-08-15,incêndio urbano,Ermelino Matarazzo,"Incêndio urbano no bairro Ermelino Matarazzo, mobilizando equipes para conter as chamas em área residencial.",leve,0.0,31.2,39.6
2023-09-19,incêndio urbano,Campo Limpo,"Incêndio urbano no bairro Campo Limpo, mobilizando equipes para conter as chamas em área residencial.",alta,29.2,31.3,29.2
2024-03-22,alagamento,Campo Limpo,"Alagamento em via pública no bairro Campo Limpo, causando transtornos no trânsito e riscos aos pedestres.",leve,60.9,26.9,82.5
2024-10-25,risco estrutural,Campo Limpo,"Avaliação de risco estrutural em imóvel no bairro Campo Limpo, com possibilidade de colapso parcial.",moderada,62.1,28.5,66.7
2024-12-20,vendaval,Sé,"Vendaval atingiu o bairro Sé, derrubando estruturas leves e causando falta de energia na região.",alta,130.2,27.8,70.0
2023-10-26,alagamento,Ipiranga,"Alagamento em via pública no bairro Ipiranga, causando transtornos no trânsito e riscos aos pedestres.",leve,60.4,23.1,86.3
2024-04-10,vendaval,Santo Amaro,"Vendaval atingiu o bairro Santo Amaro, derrubando estruturas leves e causando falta de energia na região.",moderada,29.5,22.8,81.9
2022-08-14,árvore caída,Capão Redondo,"Queda de árvore no bairro Capão Redondo, obstruindo parcialmente a via e oferecendo risco à população.",leve,15.4,24.8,76.0
2024-09-19,alagamento,Vila Madalena,"Alagamento em via pública no bairro Vila Madalena, causando transtornos no trânsito e riscos aos pedestres.",leve,86.0,24.6,80.9
2024-05-09,risco estrutural,Pinheiros,"Avaliação de risco estrutural em imóvel no bairro Pinheiros, com possibilidade de colapso parcial.",moderada,44.2,20.6,84.8
2023-09-27,vendaval,Jardins,"Vendaval atingiu o bairro Jardins, derrubando estruturas leves e causando falta de energia na região.",moderada,24.3,26.2,73.0
2022-07-15,alagamento,Brasilândia,"Alagamento em via pública no bairro Brasilândia, causando transtornos no trânsito e riscos aos pedestres.",alta,114.5,17.0,89.6
2023-09-09,árvore caída,Liberdade,"Queda de árvore no bairro Liberdade, obstruindo parcialmente a via e oferecendo risco à população.",leve,28.4,17.9,86.3
2024-02-21,alagamento,Tremembé,"Alagamento em via pública no bairro Tremembé, causando transtornos no trânsito e riscos aos pedestres.",leve,101.7,19.8,82.1
2022-10-27,deslizamento,Pinheiros,"Deslizamento de encosta registrado no bairro Pinheiros, afetando moradias e bloqueando vias locais.",alta,68.8,25.6,89.1
2024-02-13,alagamento,Pinheiros,"Alagamento em via pública no bairro Pinheiros, causando transtornos no trânsito e riscos aos pedestres.",leve,92.2,22.8,92.7
2023-10-15,vendaval,Tremembé,"Vendaval atingiu o bairro Tremembé, derrubando estruturas leves e causando falta de energia na região.",moderada,41.2,15.5,87.8
2024-01-10,vendaval,Tatuapé,"Vendaval atingiu o bairro Tatuapé, derrubando estruturas leves e causando falta de energia na região.",leve,47.8,28.1,61.9
2022-03-06,risco estrutural,Butantã,"Avaliação de risco estrutural em imóvel no bairro Butantã, com possibilidade de colapso parcial.",alta,31.3,22.9,75.8
2022-09-19,alagamento,M'Boi Mirim,"Alagamento em via pública no bairro M'Boi Mirim, causando transtornos no trânsito e riscos aos pedestres.",moderada,114.3,27.5,90.3
2024-03-24,vendaval,Vila Madalena,"Vendaval atingiu o bairro Vila Madalena, derrubando estruturas leves e causando falta de energia na região.",leve,69.4,19.7,75.6
2023-05-22,deslizamento,Liberdade,"Deslizamento de encosta registrado no bairro Liberdade, afetando moradias e bloqueando vias locais.",alta,116.5,16.8,91.2
2024-11-07,árvore caída,Pinheiros,"Queda de árvore no bairro Pinheiros, obstruindo parcialmente a via e oferecendo risco à população.",alta,24.4,28.1,72.1
2022-09-27,incêndio urbano,M'Boi Mirim,"Incêndio urbano no bairro M'Boi Mirim, mobilizando equipes para conter as chamas em área residencial.",leve,59.3,30.5,31.0
2024-11-02,incêndio urbano,Parelheiros,"Incêndio urbano no bairro Parelheiros, mobilizando equipes para conter as chamas em área residencial.",leve,33.3,30.5,38.6
2023-08-28,incêndio urbano,Mooca,"Incêndio urbano no bairro Mooca, mobilizando equipes para conter as chamas em área residencial.",moderada,23.9,32.1,26.0
2023-10-01,vendaval,Liberdade,"Vendaval atingiu o bairro Liberdade, derrubando estruturas leves e causando falta de energia na região.",leve,68.1,21.0,78.7
2024-05-15,vendaval,Lapa,"Vendaval atingiu o bairro Lapa, derrubando estruturas leves e causando falta de energia na região.",moderada,46.4,15.4,83.5
2024-09-07,árvore caída,Vila Prudente,"Queda de árvore no bairro Vila Prudente, obstruindo parcialmente a via e oferecendo risco à população.",crítica,30.2,28.4,59.0
2023-11-20,vendaval,Tatuapé,"Vendaval atingiu o bairro Tatuapé, derrubando estruturas leves e causando falta de energia na região.",alta,32.4,28.1,65.4
2024-09-21,vendaval,Parelheiros,"Vendaval atingiu o bairro Parelheiros, derrubando estruturas leves e causando falta de energia na região.",moderada,29.7,24.6,66.5
2023-04-20,árvore caída,Butantã,"Queda de árvore no bairro Butantã, obstruindo parcialmente a via e oferecendo risco à população.",crítica,55.3,24.6,73.9
2022-03-31,deslizamento,Campo Limpo,"Deslizamento de encosta registrado no bairro Campo Limpo, afetando moradias e bloqueando vias locais.",alta,117.8,28.2,93.4
2022-01-20,deslizamento,Brasilândia,"Deslizamento de encosta registrado no bairro Brasilândia, afetando moradias e bloqueando vias locais.",moderada,84.1,24.5,84.5
2022-08-25,incêndio urbano,Itaquera,"Incêndio urbano no bairro Itaquera, mobilizando equipes para conter as chamas em área residencial.",moderada,21.3,35.5,31.0
2023-01-10,alagamento,Penha,"Alagamento em via pública no bairro Penha, causando transtornos no trânsito e riscos aos pedestres.",leve,99.3,25.9,94.6
2022-05-12,incêndio urbano,Tatuapé,"Incêndio urbano no bairro Tatuapé, mobilizando equipes para conter as chamas em área residencial.",moderada,18.3,33.5,26.9
2022-07-13,deslizamento,Pinheiros,"Deslizamento de encosta registrado no bairro Pinheiros, afetando moradias e bloqueando vias locais.",moderada,116.0,19.2,91.0
2023-10-01,incêndio urbano,Casa Verde,"Incêndio urbano no bairro Casa Verde, mobilizando equipes para conter as chamas em área residencial.",moderada,84.7,36.6,37.8
2024-01-30,incêndio urbano,Sé,"Incêndio urbano no bairro Sé, mobilizando equipes para conter as chamas em área residencial.",crítica,69.8,33.5,25.3
2024-03-22,árvore caída,São Mateus,"Queda de árvore no bairro São Mateus, obstruindo parcialmente a via e oferecendo risco à população.",leve,66.5,24.9,72.1
2022-06-20,árvore caída,Parelheiros,"Queda de árvore no bairro Parelheiros, obstruindo parcialmente a via e oferecendo risco à população.",moderada,13.4,18.0,93.6
2024-10-18,incêndio urbano,Freguesia do Ó,"Incêndio urbano no bairro Freguesia do Ó, mobilizando equipes para conter as chamas em área residencial.",leve,41.9,36.7,32.5
2024-04-22,alagamento,Vila Madalena,"Alagamento em via pública no bairro Vila Madalena, causando transtornos no trânsito e riscos aos pedestres.",moderada,92.3,22.8,89.3
2024-12-27,deslizamento,Butantã,"Deslizamento de encosta registrado no bairro Butantã, afetando moradias e bloqueando vias locais.",moderada,103.0,25.1,86.9
2024-10-03,incêndio urbano,Campo Limpo,"Incêndio urbano no bairro Campo Limpo, mobilizando equipes para conter as chamas em área residencial.",leve,39.1,37.9,30.2
2023-09-10,incêndio urbano,Vila Madalena,"Incêndio urbano no bairro Vila Madalena, mobilizando equipes para conter as chamas em área residencial.",moderada,30.5,31.0,28.7
2023-03-16,risco estrutural,Ipiranga,"Avaliação de risco estrutural em imóvel no bairro Ipiranga, com possibilidade de colapso parcial.",moderada,92.2,22.4,68.5
2023-10-31,árvore caída,Ermelino Matarazzo,"Queda de árvore no bairro Ermelino Matarazzo, obstruindo parcialmente a via e oferecendo risco à população.",moderada,70.7,32.7,60.3
2023-12-18,vendaval,Ipiranga,"Vendaval atingiu o bairro Ipiranga, derrubando estruturas leves e causando falta de energia na região.",alta,97.0,29.6,61.0
2022-03-04,árvore caída,Capão Redondo,"Queda de árvore no bairro Capão Redondo, obstruindo parcialmente a via e oferecendo risco à população.",leve,71.5,27.0,72.9
2022-09-02,risco estrutural,Capão Redondo,"Avaliação de risco estrutural em imóvel no bairro Capão Redondo, com possibilidade de colapso parcial.",leve,59.8,25.5,84.6
2023-09-29,árvore caída,Santo Amaro,"Queda de árvore no bairro Santo Amaro, obstruindo parcialmente a via e oferecendo risco à população.",moderada,8.7,29.4,61.1
2022-06-26,risco estrutural,Cidade Tiradentes,"Avaliação de risco estrutural em imóvel no bairro Cidade Tiradentes, com possibilidade de colapso parcial.",leve,36.4,20.5,86.5
2023-09-14,deslizamento,Campo Limpo,"Deslizamento de encosta registrado no bairro Campo Limpo, afetando moradias e bloqueando vias locais.",moderada,70.4,23.7,81.3
2022-10-29,vendaval,Vila Mariana,"Vendaval atingiu o bairro Vila Mariana, derrubando estruturas leves e causando falta de energia na região.",leve,44.6,32.5,61.5
2022-05-10,vendaval,Liberdade,"Vendaval atingiu o bairro Liberdade, derrubando estruturas leves e causando falta de energia na região.",moderada,12.3,9.7,95.0
2023-12-15,vendaval,Ipiranga,"Vendaval atingiu o bairro Ipiranga, derrubando estruturas leves e causando falta de energia na região.",moderada,93.9,31.3,65.3
2024-09-11,vendaval,Casa Verde,"Vendaval atingiu o bairro Casa Verde, derrubando estruturas leves e causando falta de energia na região.",leve,20.4,23.8,75.2
2023-08-28,risco estrutural,Perdizes,"Avaliação de risco estrutural em imóvel no bairro Perdizes, com possibilidade de colapso parcial.",alta,32.7,14.9,95.0
2022-05-11,risco estrutural,Cidade Tiradentes,"Avaliação de risco estrutural em imóvel no bairro Cidade Tiradentes, com possibilidade de colapso parcial.",moderada,29.7,20.3,87.0
2022-03-03,risco estrutural,Ipiranga,"Avaliação de risco estrutural em imóvel no bairro Ipiranga, com possibilidade de colapso parcial.",moderada,39.6,24.3,78.7
2022-12-25,incêndio urbano,Capão Redondo,"Incêndio urbano no bairro Capão Redondo, mobilizando equipes para conter as chamas em área residencial.",leve,97.5,34.8,28.2
2022-07-15,incêndio urbano,Tatuapé,"Incêndio urbano no bairro Tatuapé, mobilizando equipes para conter as chamas em área residencial.",moderada,12.7,30.1,28.0
2022-06-25,deslizamento,Vila Mariana,"Deslizamento de encosta registrado no bairro Vila Mariana, afetando moradias e bloqueando vias locais.",leve,101.6,17.3,91.9
2024-02-02,incêndio urbano,Casa Verde,"Incêndio urbano no bairro Casa Verde, mobilizando equipes para conter as chamas em área residencial.",moderada,49.6,35.8,27.4
2024-02-06,árvore caída,Jaçanã,"Queda de árvore no bairro Jaçanã, obstruindo parcialmente a via e oferecendo risco à população.",moderada,65.6,25.5,68.8
2022-05-22,deslizamento,Penha,"Deslizamento de encosta registrado no bairro Penha, afetando moradias e bloqueando vias locais.",leve,66.3,23.2,87.7
2023-01-09,incêndio urbano,Parelheiros,"Incêndio urbano no bairro Parelheiros, mobilizando equipes para conter as chamas em área residencial.",alta,50.3,37.9,34.3
2022-03-04,incêndio urbano,M'Boi Mirim,"Incêndio urbano no bairro M'Boi Mirim, mobilizando equipes para conter as chamas em área residencial.",alta,59.7,35.5,33.8
2022-06-16,incêndio urbano,Vila Madalena,"Incêndio urbano no bairro Vila Madalena, mobilizando equipes para conter as chamas em área residencial.",leve,19.4,32.6,35.1
2023-08-24,deslizamento,Ipiranga,"Deslizamento de encosta registrado no bairro Ipiranga, afetando moradias e bloqueando vias locais.",leve,68.0,12.0,91.5
2024-09-20,vendaval,Perdizes,"Vendaval atingiu o bairro Perdizes, derrubando estruturas leves e causando falta de energia na região.",moderada,42.7,27.6,74.5
2024-12-04,vendaval,Parelheiros,"Vendaval atingiu o bairro Parelheiros, derrubando estruturas leves e causando falta de energia na região.",moderada,39.4,32.8,51.4
2022-09-25,deslizamento,Jardins,"Deslizamento de encosta registrado no bairro Jardins, afetando moradias e bloqueando vias locais.",leve,89.4,25.8,87.8
2024-11-08,deslizamento,Casa Verde,"Deslizamento de encosta registrado no bairro Casa Verde, afetando moradias e bloqueando vias locais.",leve,99.5,23.9,83.2
2023-02-17,alagamento,Bela Vista,"Alagamento em via pública no bairro Bela Vista, causando transtornos no trânsito e riscos aos pedestres.",leve,66.0,29.3,82.2
2023-02-15,incêndio urbano,Santana,"Incêndio urbano no bairro Santana, mobilizando equipes para conter as chamas em área residencial.",alta,61.7,35.3,26.4
2024-07-25,incêndio urbano,Pinheiros,"Incêndio urbano no bairro Pinheiros, mobilizando equipes para conter as chamas em área residencial.",moderada,4.9,36.3,38.9
2024-01-02,alagamento,Bela Vista,"Alagamento em via pública no bairro Bela Vista, causando transtornos no trânsito e riscos aos pedestres.",leve,106.1,27.0,85.4
2024-04-01,alagamento,Butantã,"Alagamento em via pública no bairro Butantã, causando transtornos no trânsito e riscos aos pedestres.",leve,76.2,24.1,89.1
2024-04-24,vendaval,Santo Amaro,"Vendaval atingiu o bairro Santo Amaro, derrubando estruturas leves e causando falta de energia na região.",leve,67.9,21.3,93.3
2023-12-02,vendaval,Butantã,"Vendaval atingiu o bairro Butantã, derrubando estruturas leves e causando falta de energia na região.",moderada,95.0,27.0,65.6
2023-05-10,alagamento,Ipiranga,"Alagamento em via pública no bairro Ipiranga, causando transtornos no trânsito e riscos aos pedestres.",moderada,104.2,20.1,81.8
2023-06-02,incêndio urbano,Jaçanã,"Incêndio urbano no bairro Jaçanã, mobilizando equipes para conter as chamas em área residencial.",alta,6.1,32.5,26.8
2022-01-22,risco estrutural,Parelheiros,"Avaliação de risco estrutural em imóvel no bairro Parelheiros, com possibilidade de colapso parcial.",moderada,15.8,28.4,64.3
2024-06-16,deslizamento,São Mateus,"Deslizamento de encosta registrado no bairro São Mateus, afetando moradias e bloqueando vias locais.",alta,43.5,22.6,89.8
2024-04-22,alagamento,Liberdade,"Alagamento em via pública no bairro Liberdade, causando transtornos no trânsito e riscos aos pedestres.",leve,108.2,22.3,84.0
2022-01-06,vendaval,Capão Redondo,"Vendaval atingiu o bairro Capão Redondo, derrubando estruturas leves e causando falta de energia na região.",leve,51.1,21.5,80.6
2024-11-08,risco estrutural,Parelheiros,"Avaliação de risco estrutural em imóvel no bairro Parelheiros, com possibilidade de colapso parcial.",moderada,77.0,29.0,62.7
2023-10-03,incêndio urbano,Tatuapé,"Incêndio urbano no bairro Tatuapé, mobilizando equipes para conter as chamas em área residencial.",alta,42.9,37.1,25.7
2024-02-17,deslizamento,Pinheiros,"Deslizamento de encosta registrado no bairro Pinheiros, afetando moradias e bloqueando vias locais.",moderada,103.9,23.4,81.7
2023-05-10,vendaval,Jaçanã,"Vendaval atingiu o bairro Jaçanã, derrubando estruturas leves e causando falta de energia na região.",leve,12.6,20.1,67.3
2024-01-25,incêndio urbano,Casa Verde,"Incêndio urbano no bairro Casa Verde, mobilizando equipes para conter as chamas em área residencial.",moderada,30.8,32.5,34.7
2023-07-04,risco estrutural,Cidade Tiradentes,"Avaliação de risco estrutural em imóvel no bairro Cidade Tiradentes, com possibilidade de colapso parcial.",leve,44.8,16.7,95.0
2024-12-30,árvore caída,Tremembé,"Queda de árvore no bairro Tremembé, obstruindo parcialmente a via e oferecendo risco à população.",leve,86.2,23.2,71.5
2024-09-13,incêndio urbano,Casa Verde,"Incêndio urbano no bairro Casa Verde, mobilizando equipes para conter as chamas em área residencial.",moderada,0.0,36.1,31.4
2024-04-06,vendaval,São Mateus,"Vendaval atingiu o bairro São Mateus, derrubando estruturas leves e causando falta de energia na região.",alta,15.3,20.8,82.0
2022-11-24,incêndio urbano,Ermelino Matarazzo,"Incêndio urbano no bairro Ermelino Matarazzo, mobilizando equipes para conter as chamas em área residencial.",leve,62.8,35.8,35.7
2024-10-23,risco estrutural,Butantã,"Avaliação de risco estrutural em imóvel no bairro Butantã, com possibilidade de colapso parcial.",moderada,50.2,19.1,87.3
2022-10-27,deslizamento,Casa Verde,"Deslizamento de encosta registrado no bairro Casa Verde, afetando moradias e bloqueando vias locais.",leve,61.9,20.9,92.2
2023-01-15,incêndio urbano,São Mateus,"Incêndio urbano no bairro São Mateus, mobilizando equipes para conter as chamas em área residencial.",leve,21.6,33.4,39.0
2022-02-18,incêndio urbano,Casa Verde,"Incêndio urbano no bairro Casa Verde, mobilizando equipes para conter as chamas em área residencial.",moderada,108.1,30.2,31.7
2024-05-14,deslizamento,Ipiranga,"Deslizamento de encosta registrado no bairro Ipiranga, afetando moradias e bloqueando vias locais.",leve,114.4,23.5,88.0
2022-10-27,alagamento,Tatuapé,"Alagamento em via pública no bairro Tatuapé, causando transtornos no trânsito e riscos aos pedestres.",leve,47.3,22.0,82.8
2024-12-31,incêndio urbano,Parelheiros,"Incêndio urbano no bairro Parelheiros, mobilizando equipes para conter as chamas em área residencial.",crítica,83.3,35.4,32.5
2024-05-30,vendaval,Penha,"Vendaval atingiu o bairro Penha, derrubando estruturas leves e causando falta de energia na região.",leve,8.3,19.4,78.9
2023-06-13,alagamento,Vila Prudente,"Alagamento em via pública no bairro Vila Prudente, causando transtornos no trânsito e riscos aos pedestres.",moderada,59.4,23.7,82.8
2024-07-17,vendaval,Mooca,"Vendaval atingiu o bairro Mooca, derrubando estruturas leves e causando falta de energia na região.",leve,32.9,22.7,81.0
2023-09-20,incêndio urbano,Perdizes,"Incêndio urbano no bairro Perdizes, mobilizando equipes para conter as chamas em área residencial.",crítica,28.2,31.6,27.6
2024-08-04,deslizamento,Casa Verde,"Deslizamento de encosta registrado no bairro Casa Verde, afetando moradias e bloqueando vias locais.",alta,85.0,21.3,81.1
2024-01-06,alagamento,Jaçanã,"Alagamento em via pública no bairro Jaçanã, causando transtornos no trânsito e riscos aos pedestres.",leve,112.3,24.2,94.3
2024-11-22,deslizamento,Casa Verde,"Deslizamento de encosta registrado no bairro Casa Verde, afetando moradias e bloqueando vias locais.",leve,115.6,30.4,89.6
2023-05-24,risco estrutural,Ermelino Matarazzo,"Avaliação de risco estrutural em imóvel no bairro Ermelino Matarazzo, com possibilidade de colapso parcial.",alta,33.4,21.4,83.1
2023-06-12,incêndio urbano,Vila Prudente,"Incêndio urbano no bairro Vila Prudente, mobilizando equipes para conter as chamas em área residencial.",leve,13.8,36.6,28.1
2024-06-08,risco estrutural,Pinheiros,"Avaliação de risco estrutural em imóvel no bairro Pinheiros, com possibilidade de colapso parcial.",leve,18.7,22.4,80.9
2024-09-03,árvore caída,Vila Madalena,"Queda de árvore no bairro Vila Madalena, obstruindo parcialmente a via e oferecendo risco à população.",leve,20.9,27.3,77.6
2022-06-04,árvore caída,Freguesia do Ó,"Queda de árvore no bairro Freguesia do Ó, obstruindo parcialmente a via e oferecendo risco à população.",crítica,23.4,17.9,88.9
2024-01-17,risco estrutural,Campo Limpo,"Avaliação de risco estrutural em imóvel no bairro Campo Limpo, com possibilidade de colapso parcial.",leve,75.4,23.8,70.0
2022-01-22,alagamento,Butantã,"Alagamento em via pública no bairro Butantã, causando transtornos no trânsito e riscos aos pedestres.",moderada,113.6,19.7,90.1
2024-12-05,vendaval,São Mateus,"Vendaval atingiu o bairro São Mateus, derrubando estruturas leves e causando falta de energia na região.",moderada,110.1,27.0,72.2
2022-12-28,árvore caída,São Mateus,"Queda de árvore no bairro São Mateus, obstruindo parcialmente a via e oferecendo risco à população.",leve,28.5,33.2,50.7
2022-11-01,vendaval,Sé,"Vendaval atingiu o bairro Sé, derrubando estruturas leves e causando falta de energia na região.",moderada,75.6,25.9,60.6
2023-10-15,incêndio urbano,Sé,"Incêndio urbano no bairro Sé, mobilizando equipes para conter as chamas em área residencial.",moderada,40.6,32.5,37.5
2024-06-25,alagamento,Pinheiros,"Alagamento em via pública no bairro Pinheiros, causando transtornos no trânsito e riscos aos pedestres.",moderada,118.6,22.7,94.6
2024-09-14,risco estrutural,Freguesia do Ó,"Avaliação de risco estrutural em imóvel no bairro Freguesia do Ó, com possibilidade de colapso parcial.",moderada,38.4,24.9,84.7
2022-05-10,vendaval,Bela Vista,"Vendaval atingiu o bairro Bela Vista, derrubando estruturas leves e causando falta de energia na região.",moderada,40.6,23.2,88.5
2022-11-12,deslizamento,Tatuapé,"Deslizamento de encosta registrado no bairro Tatuapé, afetando moradias e bloqueando vias locais.",leve,107.7,21.8,89.3
2023-12-12,alagamento,M'Boi Mirim,"Alagamento em via pública no bairro M'Boi Mirim, causando transtornos no trânsito e riscos aos pedestres.",leve,60.9,25.3,85.4
2024-01-29,alagamento,Parelheiros,"Alagamento em via pública no bairro Parelheiros, causando transtornos no trânsito e riscos aos pedestres.",moderada,60.4,29.8,94.9
2022-08-23,risco estrutural,Ermelino Matarazzo,"Avaliação de risco estrutural em imóvel no bairro Ermelino Matarazzo, com possibilidade de colapso parcial.",alta,10.4,14.7,95.0
2024-05-24,alagamento,Parelheiros,"Alagamento em via pública no bairro Parelheiros, causando transtornos no trânsito e riscos aos pedestres.",leve,107.0,22.4,86.3
2022-08-15,árvore caída,Freguesia do Ó,"Queda de árvore no bairro Freguesia do Ó, obstruindo parcialmente a via e oferecendo risco à população.",alta,-3.1,27.7,64.4
2024-08-12,árvore caída,M'Boi Mirim,"Queda de árvore no bairro M'Boi Mirim, obstruindo parcialmente a via e oferecendo risco à população.",leve,16.1,18.8,83.1
2023-03-29,risco estrutural,Tremembé,"Avaliação de risco estrutural em imóvel no bairro Tremembé, com possibilidade de colapso parcial.",alta,55.2,21.1,80.5
2022-04-11,alagamento,M'Boi Mirim,"Alagamento em via pública no bairro M'Boi Mirim, causando transtornos no trânsito e riscos aos pedestres.",moderada,112.5,22.7,92.1
2022-03-04,incêndio urbano,Casa Verde,"Incêndio urbano no bairro Casa Verde, mobilizando equipes para conter as chamas em área residencial.",moderada,25.6,37.6,32.1
2024-09-08,risco estrutural,Vila Madalena,"Avaliação de risco estrutural em imóvel no bairro Vila Madalena, com possibilidade de colapso parcial.",crítica,38.5,23.2,66.9
2024-04-21,risco estrutural,Brasilândia,"Avaliação de risco estrutural em imóvel no bairro Brasilândia, com possibilidade de colapso parcial.",leve,35.7,20.8,76.5
2024-12-26,vendaval,Capão Redondo,"Vendaval atingiu o bairro Capão Redondo, derrubando estruturas leves e causando falta de energia na região.",leve,118.1,31.4,62.5
2023-10-09,deslizamento,Mooca,"Deslizamento de encosta registrado no bairro Mooca, afetando moradias e bloqueando vias locais.",moderada,91.1,20.8,84.8
2022-10-27,risco estrutural,Jaçanã,"Avaliação de risco estrutural em imóvel no bairro Jaçanã, com possibilidade de colapso parcial.",leve,5.7,22.2,87.9
2023-11-09,alagamento,Santana,"Alagamento em via pública no bairro Santana, causando transtornos no trânsito e riscos aos pedestres.",moderada,82.7,31.1,93.7
2022-11-04,risco estrutural,Casa Verde,"Avaliação de risco estrutural em imóvel no bairro Casa Verde, com possibilidade de colapso parcial.",moderada,87.4,18.6,89.0
2023-11-23,alagamento,M'Boi Mirim,"Alagamento em via pública no bairro M'Boi Mirim, causando transtornos no trânsito e riscos aos pedestres.",crítica,59.0,23.6,92.6
2023-11-22,árvore caída,Santo Amaro,"Queda de árvore no bairro Santo Amaro, obstruindo parcialmente a via e oferecendo risco à população.",alta,37.6,25.4,74.5
2022-03-02,deslizamento,Liberdade,"Deslizamento de encosta registrado no bairro Liberdade, afetando moradias e bloqueando vias locais.",crítica,94.1,21.5,89.1
2023-12-20,árvore caída,Bela Vista,"Queda de árvore no bairro Bela Vista, obstruindo parcialmente a via e oferecendo risco à população.",leve,129.7,33.5,50.9
2024-09-08,deslizamento,Jardins,"Deslizamento de encosta registrado no bairro Jardins, afetando moradias e bloqueando vias locais.",moderada,97.1,21.6,89.7
2023-03-18,deslizamento,Jardins,"Deslizamento de encosta registrado no bairro Jardins, afetando moradias e bloqueando vias locais.",alta,112.4,23.4,92.4
2022-06-12,deslizamento,Ipiranga,"Deslizamento de encosta registrado no bairro Ipiranga, afetando moradias e bloqueando vias locais.",leve,110.5,16.4,84.2
2022-11-04,risco estrutural,Itaquera,"Avaliação de risco estrutural em imóvel no bairro Itaquera, com possibilidade de colapso parcial.",leve,86.8,28.1,82.1
2024-08-20,vendaval,Jardins,"Vendaval atingiu o bairro Jardins, derrubando estruturas leves e causando falta de energia na região.",alta,13.7,19.0,88.0
2022-04-03,deslizamento,Sé,"Deslizamento de encosta registrado no bairro Sé, afetando moradias e bloqueando vias locais.",leve,110.7,21.0,83.6
2022-12-02,deslizamento,Brasilândia,"Deslizamento de encosta registrado no bairro Brasilândia, afetando moradias e bloqueando vias locais.",leve,79.2,28.1,90.9
2023-08-31,alagamento,Tremembé,"Alagamento em via pública no bairro Tremembé, causando transtornos no trânsito e riscos aos pedestres.",leve,94.0,25.0,81.8
2023-03-11,incêndio urbano,Ermelino Matarazzo,"Incêndio urbano no bairro Ermelino Matarazzo, mobilizando equipes para conter as chamas em área residencial.",leve,62.6,31.2,34.5
2024-08-02,risco estrutural,Vila Prudente,"Avaliação de risco estrutural em imóvel no bairro Vila Prudente, com possibilidade de colapso parcial.",alta,5.6,19.4,89.0
2022-07-11,risco estrutural,Vila Madalena,"Avaliação de risco estrutural em imóvel no bairro Vila Madalena, com possibilidade de colapso parcial.",moderada,9.0,19.7,91.3
2023-05-18,vendaval,Pinheiros,"Vendaval atingiu o bairro Pinheiros, derrubando estruturas leves e causando falta de energia na região.",leve,36.4,20.0,89.8
2022-12-04,deslizamento,Freguesia do Ó,"Deslizamento de encosta registrado no bairro Freguesia do Ó, afetando moradias e bloqueando vias locais.",leve,93.7,31.5,91.7
2023-08-12,deslizamento,Capão Redondo,"Deslizamento de encosta registrado no bairro Capão Redondo, afetando moradias e bloqueando vias locais.",moderada,101.3,21.4,80.8
2023-08-12,incêndio urbano,Brasilândia,"Incêndio urbano no bairro Brasilândia, mobilizando equipes para conter as chamas em área residencial.",moderada,25.1,34.4,25.4
2022-07-14,deslizamento,Liberdade,"Deslizamento de encosta registrado no bairro Liberdade, afetando moradias e bloqueando vias locais.",crítica,46.3,21.1,82.2
2024-12-17,vendaval,Vila Madalena,"Vendaval atingiu o bairro Vila Madalena, derrubando estruturas leves e causando falta de energia na região.",leve,74.9,31.7,63.4
2023-10-17,deslizamento,Santana,"Deslizamento de encosta registrado no bairro Santana, afetando moradias e bloqueando vias locais.",leve,118.3,22.6,83.4
2024-12-31,alagamento,Bela Vista,"Alagamento em via pública no bairro Bela Vista, causando transtornos no trânsito e riscos aos pedestres.",leve,93.4,24.8,87.6
2023-04-22,incêndio urbano,Perdizes,"Incêndio urbano no bairro Perdizes, mobilizando equipes para conter as chamas em área residencial.",alta,37.6,30.2,29.7
2022-12-12,vendaval,Capão Redondo,"Vendaval atingiu o bairro Capão Redondo, derrubando estruturas leves e causando falta de energia na região.",leve,58.5,30.4,59.9
2022-08-14,alagamento,Ermelino Matarazzo,"Alagamento em via pública no bairro Ermelino Matarazzo, causando transtornos no trânsito e riscos aos pedestres.",leve,111.8,26.8,81.3
2024-01-14,incêndio urbano,Casa Verde,"Incêndio urbano no bairro Casa Verde, mobilizando equipes para conter as chamas em área residencial.",moderada,117.3,34.5,39.4
2022-10-13,incêndio urbano,Brasilândia,"Incêndio urbano no bairro Brasilândia, mobilizando equipes para conter as chamas em área residencial.",leve,38.0,37.3,34.0
2022-05-31,vendaval,Tremembé,"Vendaval atingiu o bairro Tremembé, derrubando estruturas leves e causando falta de energia na região.",leve,23.2,22.0,81.4
2023-08-22,deslizamento,Itaquera,"Deslizamento de encosta registrado no bairro Itaquera, afetando moradias e bloqueando vias locais.",alta,102.8,26.0,89.3
